TRANSACTION_ID,ITEM_EAN,ITEM_DEPARTMENT,ITEM_VALUE,ITEM_QUANTITY
6e0e3ea9-02d0-4b4d-86f3-47d127756363,2583859728618,corrupti,29305.31,56
a068fb04-60fd-4219-a6f5-7aa2d2afc886,4009164349600,vero,45067.24,48
9dcc5322-c5f1-49da-a2e2-44d67232a8ac,6017326573808,impedit,71749.2,98
0fbbabcd-119b-4820-820e-c111d99df487,4574775660234,eos,97367.35,22
14db04ed-a742-4a8d-92be-b072ccd651aa,2996696796991,quas,18443.78,137
8451ab66-cc79-4212-aca8-33de89ba9f2a,3863312860017,aperiam,14719.74,117
dfb409f2-7f1f-4ce6-9bbc-56d7349eea7b,9530432332468,excepturi,13853.24,138
983fd961-89ed-4028-bc49-fad2028f7de8,7028589072853,incidunt,32054.71,178
fb85ac64-80c3-4cfd-a107-cf46f29441b8,3525115279921,dolorem,4402.67,58
2cdb7e5f-902f-4033-8a21-1f33ea712fa7,1529238704973,ullam,3336.82,31
1b717397-6f66-478f-94c7-10449c2d6736,8724859264056,at,80539.52,170
f3ffc0e4-9e91-4d2d-b745-13beb1c13d1a,8744501564341,amet,2689.02,58
680f0631-5d3c-427e-b567-0a60a08b4d85,2158798707699,quis,87206.44,155
1c32cdf4-611a-4d6e-84ef-0d5bb797c0ef,6520365124066,dolor,96225.98,60
e552d40d-491c-4dc2-a16d-87374ad6abdd,1686192623631,reiciendis,40715.03,18
d90028c1-9fcb-4f1c-a027-96db15ba5436,3588930227416,libero,68870.26,143
7997590c-b5b6-4f06-a8fd-09ded63333a4,9231795999816,officia,33913.39,108
733b026b-a961-4a4f-956c-62e31c4e5073,2093516746867,deleniti,72748.93,148
72698262-0ee0-4c03-924b-352ce5fc4eeb,0987762765869,amet,25750.89,79
4cb5f42f-8248-408f-87f1-0d7abe87a1e5,3340186122361,esse,267.9,10
22d51812-f226-40fc-b210-cf417df297d3,2051056397529,soluta,9123.02,100
cf2df7f3-9ddd-4d60-bd12-a82379cd84be,1721040636538,facere,15271.63,35
64a34758-0789-45c0-8189-2c865e70dc3c,7350713303053,corporis,43198.58,72
a5cdfb97-d9a7-415e-8368-5d119893e1bd,5307542423515,similique,59514.08,51
da0ab782-c7f6-41fa-99f9-af7a7ad835b7,4010934914980,eum,68678.12,148
c5b36ccb-3f8f-47e4-b719-296607bab5b5,9891465265803,dignissimos,65001.12,176
ceafa3cb-cbe5-47dc-a03f-1f74d4082595,5478788081187,corporis,61799.78,28
1be74a04-eaf1-4801-9e85-9d6183ae4922,6566126454898,atque,71367.34,197
67da91e9-1b62-4e7c-a404-b7a3d655a7ca,0510027424357,dolore,60406.57,101
8ca11e81-86c9-42d1-91df-5988776061bc,9967717463867,inventore,21344.99,120
7ef02656-496f-4c2e-9b63-871675e3c952,8995120358488,fugiat,57180.62,23
ff8ba479-da17-47d7-9707-1ccce870ffac,2928373409047,dignissimos,43040.1,4
74fba2e7-96d7-4f70-996e-e8a8c8be0da8,0229221379287,qui,37309.94,37
9d7b17fa-1da4-4ddc-b2c1-8109a63a48d5,9167114361760,porro,72359.51,195
fe59f6d2-660b-4e43-ac5d-d5534c24f9b3,9833486796690,illum,33951.3,123
9175daa4-59ed-4b28-8223-e132c9c1c339,8105697553142,mollitia,39431.72,187
2a943131-ee70-4dd2-831e-4b735aa827b5,9077781175334,reiciendis,76438.63,75
eb1e7b3e-3f7b-479e-8fec-ba6f68926096,4065892300955,corporis,379.05,89
47ec9f82-9543-4e80-89b9-afef791d7600,6490899924046,ab,51920.21,124
4d11b6e8-9b0e-484f-b75d-065e9d5434a0,8750375134832,mollitia,23519.09,29
97c9f856-aea5-4556-9c8e-2d6cae80ed10,2881988558367,delectus,16183.84,49
ddc10779-1db6-45a7-88f9-a699c2bcc427,3326819022581,deserunt,40047.38,31
3958a5b8-ec59-4aa8-99a6-7a8aa53c7aa1,3203163596206,ut,5383.35,147
65138eb0-64fe-456a-b7cb-24c7e559ebea,7903032842576,eius,43943.43,147
677cef0a-b4b7-4a6b-8183-ea6e3da99575,7808230312206,quasi,88664.67,7
540a8f93-08c1-49a6-8566-05997fc2e9fe,1823068391038,iusto,20846.57,99
84104e38-397f-487c-9b07-548412609930,9688304509248,voluptatum,25511.03,58
e821e366-d081-4a62-bd8f-8c28da63592a,8115323513822,voluptatem,54136.2,61
3f6b4ec4-8a5d-4a86-a430-0a2f535fd67c,3440249481678,distinctio,48246.74,174
e1771dbe-d9ac-4655-be1f-3aaa6b838edd,1429855125345,provident,97277.02,114
ad3698c6-b11b-4fa4-a990-c84346b13181,2610667361260,nostrum,6029.22,183
fbbb683e-3db6-4b48-9bc3-cc00447bb3a1,7081369480217,quas,946.21,82
5fef84ee-ef29-41cd-8988-8345771b6d65,2634531344432,natus,57710.36,68
32938635-3c74-4c33-80f0-7393d4d6ed66,1727536597352,et,38188.1,34
a1996dbf-e7a9-47f7-a47c-6e8f621e4bc0,5276222668617,necessitatibus,87708.55,168
929dfdef-0cce-4d6a-aa7e-c97908cbf97e,6731036083753,a,49865.37,122
c69aa782-4991-42ea-b523-3443ec61009e,8095494013300,consequuntur,50103.65,24
61e5184c-4abf-4c06-a379-8799b5766fa6,6804505020402,doloremque,68861.7,161
7191cc68-ad44-4970-ac21-9bd538c72051,9542818190456,quidem,34303.16,74
24fc7572-f482-4f91-a4b6-2536f054a04e,9184054047172,veritatis,48361.42,72
7c093cb6-c4af-4203-ad6d-34a9ddcfae7f,4336722600027,molestias,33581.8,65
cb15ad8b-0a77-4034-b093-ab1de29e2ac5,5387969157729,laborum,15673.89,78
b8f6951e-817b-4435-a4db-eb0e165bdf1d,2535077656006,dolor,7062.96,97
eb4a43d8-7efd-4e3e-ae3f-7751014a9bfb,7081239037398,nisi,13193.06,4
9ac46130-7713-409d-868f-24a2243a6317,4391775435354,odio,25693.13,152
6da62a01-3d54-48ac-8a29-70343c9b56d1,6057321541327,laborum,3722.23,100
ef2f7c91-8ece-4116-9599-3874d5a5aa39,4799278561714,animi,16797.86,88
6eb15509-5769-4a97-8b85-83218f63e62d,8997457275384,quidem,40050.04,85
3c5e889b-7831-42b4-a1bc-3f7b1128e642,7071594932421,id,95559.58,5
ccad5edb-4f60-47a0-b12e-51d9e265dc69,1046907096141,architecto,85482.33,86
2edd42cf-4055-42ce-a7cc-fe31ee318302,2296486139176,et,75718.08,58
b904c8ea-f661-4a42-8ba0-f92efa4e6de1,6470107917800,vero,69517.04,44
b3f8f529-6f49-498e-8f0c-982ec3387648,9572072590594,nulla,66950.64,179
20e7b2f1-ba92-41c6-9f19-5bb9e5665add,3087172946258,mollitia,98917.38,50
f4a101be-3001-456e-9032-8a337d455378,8188894725154,consequatur,7650.59,188
35447f07-e0fe-431c-b807-ce67ffd60af8,3628507189140,illo,77674.32,119
bb69480e-bf2a-4e62-9f58-2f1109b3d135,2985302665356,ad,93432.05,109
1821a148-c582-47fc-b528-1eadb735634f,0961063177965,itaque,47346.14,39
835c1e27-17d6-4fd0-936c-3bb9843056ba,9962032228597,sunt,12594.84,130
f5b9259b-25fd-4c21-bca2-58247dafddb5,6719759781668,in,89545.52,200
20aa3704-9588-4b70-a2b6-a4c5147f2cc3,3924353521548,eaque,34475.97,150
f2ee4789-cdf5-4d9d-9393-0a9c12adfa6f,3806973454843,officiis,18318.12,146
85863a3b-31be-45ac-a886-266cf42f7c79,4119647930628,neque,9019.92,158
833e2c27-baf6-442a-8834-7b22dde7e940,4582397269544,illo,83744.14,175
ef2a8b34-bd30-4e18-a7ce-e52d602d56cd,7557709206569,ipsam,96650.96,147
03df49fd-3778-4aec-85b4-d2e3a190fcb9,4236739374839,quam,3790.37,112
1eeaa825-c5e2-4b3a-96e8-88d566cfd7b6,3801463810680,voluptatibus,64977.97,58
35ce790b-121b-4c1b-8409-7689a9ed0d54,3158482409273,earum,10947.64,130
2d40003e-298c-48d6-8bfe-e12ee1f425ea,2942791054832,error,62048.44,166
c3bcc79d-d004-456e-bac8-23e6e9844c37,3358534996885,temporibus,82960.18,33
54e4c867-09ef-49fa-ad8c-b34ebea8a24c,0880336170116,earum,1468.24,53
a82d7113-1cbd-49a9-8cf3-c724e1585da5,6305494253500,eligendi,96392.53,200
f3f1233b-ce38-45a9-9dbd-3d6a13e30204,0917774056914,deserunt,87948.92,116
0eeb3cc8-4bad-4af2-a515-e27a79388108,3396363670569,voluptas,64614.29,127
9364aadc-f25a-4b0f-81fb-574e80fb535c,1519087232680,dolore,8757.92,138
8551b521-a7ba-4728-908f-555405baf3df,5978096166502,officiis,81136.46,60
8328d795-64e8-4ff2-8a5d-9660cb13934b,8021889672364,provident,22013.66,180
b92ac310-4e31-4d83-9f05-945b856d9f3a,0215928079032,vero,66164.79,27
0d06bcb3-7dd0-41c6-ad29-5463ce3f10f2,6039491963352,eaque,37422.51,86
5d829b0f-e44a-4a85-bc5a-3c5a80909c4f,6422769048934,necessitatibus,25120.34,179
adaab0da-fb05-4cca-b215-17638a86bacc,9619393773067,facere,76992.65,187
3efd7675-4be3-4aa1-8352-fc2d63b754cf,8159655071353,totam,83508.43,35
f96af2b0-4785-47b4-89d8-50f96ee4e8c7,8295655192602,voluptatibus,17888.53,4
442e2ec4-7d41-4c93-ac8e-009642dafec6,9930637938401,sapiente,88139.66,96
6d2cf448-0a2e-46a3-a8ad-bfb42be5bbc9,8329204559018,nemo,75123.67,110
c84d82af-e1b0-489c-a648-c522fbfda92a,8387450857241,debitis,24829.2,59
e6ae5917-f9ea-4cd3-b795-52327c394035,8309754550338,aliquam,75032.35,50
254cd2b3-643e-43d5-9fa4-2752773c4ad1,1080990387601,ipsam,33135.62,153
56090051-8331-4c78-a3a9-0302318ff73a,7908789499301,praesentium,35568.12,71
eaa52c5c-b8d1-4622-b89c-c80e0b09da76,5213557183057,nesciunt,1975.93,12
5b8b1b0b-f187-4706-85ed-063afcc5c558,5324297324416,eos,41565.24,30
3d1643b6-e625-4388-a5ae-72a6edfef070,1927476808116,hic,9642.9,13
11c3af36-7db5-4d36-9f98-0f66806a663d,2870968565983,ipsa,56179.41,102
38759937-2b51-4847-875a-3181fc5e7d38,9377015964841,tempore,26900.59,63
14945d34-fbb7-4777-b30d-702b082ba063,9254972841746,deleniti,39739.94,186
0eb7d7df-74b0-421b-94f1-fbb0b22ab38d,4607391060529,at,23130.08,21
f8c80af1-d72b-4ae3-bddd-c431596b8b50,3976586127257,accusantium,40038.45,66
5f69b8ba-057f-47a5-a958-87f387575254,5191323087269,placeat,38313.09,36
28c13ac6-4ec6-4063-ac5a-0c668b206799,8261742508045,voluptatibus,3621.03,120
c8274b1a-c094-4c96-a781-9798a8aa3de0,0276727602371,occaecati,4425.99,177
41286594-d714-4209-9dee-a71d40808fb9,3016566288810,totam,79757.9,87
b68c7f7a-da07-4cf4-9637-b55d493fce9f,3411399382900,veniam,82801.55,116
667332af-33fa-4b47-9453-6b8b493ac6af,2348818097477,iusto,35423.69,49
f5f1ca4d-aa62-4c28-bbfc-06bbb0a51b41,5670261036534,deleniti,98482.56,132
3b93b4ac-ffba-4b95-9fc3-440be4ed7358,0962765088719,aliquid,98726.38,136
79bee9b8-51e7-4799-b0cc-987a2f354503,1946233478270,quis,62113.64,117
e6b199d7-979f-4f92-a262-f22050c745b9,5479125787663,minus,34181.43,70
d293266b-ab96-49d3-9d47-cc3e2e4cce07,2009009052032,laudantium,53457.5,24
a8c11536-b630-4511-8157-2a4e74d858bb,9040333810175,sint,33640.36,49
410c65f5-8f10-4222-8ef9-eebf91781e92,4665805663308,enim,53024.93,46
832dd81a-a6a2-421b-9808-84abaeda1b90,6395179086202,aut,58675.23,168
568b4a3e-7487-4b3c-a174-fadbfe124a22,7365453834934,iusto,49611.13,143
71cc4582-43e4-4e01-a382-73f4a7b628df,3506646981101,animi,6277.28,28
b244369e-3f13-47d0-be5f-92e6d48cb9a1,0442528082227,voluptate,1566.26,199
d37c10c7-ef04-43cf-9481-c46c71bb2b5a,8856156433993,beatae,16035.98,23
05189602-8196-4028-8067-2537e0c4fe22,1110185587957,temporibus,90084.62,190
7cd2f044-60dd-4456-a819-c70c5479de84,7614626810979,esse,19325.45,33
3ca00106-30a2-4ec6-89bd-6addbd6515af,3145151774299,minima,25438.72,198
2ebefad0-8fe1-4555-977e-244cfe94eb33,0482401808049,laudantium,76828.93,198
4185afdf-b61b-47ce-926b-b03a1b919eaa,4167945104548,fuga,209.88,25
22c49271-5c6e-48eb-93ae-4d3fb7162d9b,3825996714093,inventore,96372.81,24
4401f3f3-8f92-4bd9-bce8-e3b9d4df6cdf,4962521698134,dolores,79198.08,94
c1668ebc-092c-4730-a366-9ebfaad1d121,5391226514972,voluptatibus,7628.88,31
59dcd287-2f0e-49d7-a9d1-a70a5453d990,7969685499611,dolorum,55675.18,1
588f820b-9b71-4f4a-bede-064bbf513be2,0481627443164,ipsum,72279.73,121
ae78a098-79ec-48e8-b8f4-f9aaf3328158,3151105052993,possimus,95366.72,131
1c6d2efe-efbc-4aaf-8029-2cc3bfaa71cb,7074650435867,odio,33102.13,156
85cc4987-940b-491f-89eb-95cb03ee9ccc,4123012391723,corporis,2661.31,130
a6ee8ca3-c64e-476b-a281-8da4d097ef77,1068500278113,optio,89372.43,116
5a95b036-3fcc-4b07-a952-f318b7f8d5be,7030550339803,alias,97269.21,89
