TRANSACTION_ID,CUSTOMER_NUMBER,TRANSACTION_VALUE,TRANSACTION_DATE_TIME,NUMBER_OF_ITEMS
16a7b73f-75f8-4864-a837-3bbe310c752c,MQQK7861,998843.67,2022-05-25 13:24:03,4
c6e020e1-f8ef-4063-8959-3e4d818cb6a4,YVWS9358,1940141.5,2022-12-15 04:44:30,12
6408fda3-6079-45f3-937b-8255bc56b45d,RLKD5621,16569063.0,2022-02-04 21:09:07,25
0592bab5-159e-49cd-ac12-8c062ac6a374,SRKN6506,8973986.52,2022-06-25 05:22:47,21
eedaa41e-8eb7-4fd6-a98b-1f1110430e0b,EMWN2452,2451276.9,2022-11-08 23:56:01,28
deffeb7a-99f7-4551-903d-3aa45c4fcc8c,KCTR1626,998352.26,2022-07-28 14:45:27,26
186c3760-4b7c-4aa5-aebc-2fdf17735887,FDVJ3366,12906893.299999999,2022-04-12 09:12:26,13
e1574f6f-58a7-4aa0-8edf-c0e1080ed647,EWFU9935,12490548.48,2022-08-04 10:43:31,26
59fecda2-da66-43e3-aca1-73afd4483a5f,SXKJ9673,1511223.06,2022-01-15 05:37:03,20
c6beff1d-603d-4c94-9e35-b83ec2186370,HNXW4891,215919.03,2022-08-10 22:03:39,28
8ad61126-a1d9-44dc-856e-3465615069e6,PQBW7070,13484558.34,2022-05-30 16:08:24,9
5c5407d6-64d6-498b-8f8b-931b7c716cd5,XFNB0224,14546304.299999999,2022-12-08 17:59:35,19
822c2872-e0d5-45b0-b28e-1d66f7bf2267,NGZD0361,4631941.83,2022-06-12 11:59:03,24
19a880bd-01ef-4b7a-86cc-2216fd122063,GQQB4696,6908778.0,2022-07-26 16:39:32,26
3418bedc-7aff-4017-a730-e2ac3d88c8a3,VJBC8203,3676913.92,2022-10-30 15:31:03,4
3c555f75-37d9-4072-8c7f-76784d36d463,QJYE4562,1259926.2,2022-07-08 21:48:19,27
a04fa003-4a7a-424b-a592-263d2f85bbc7,DVXF3333,908064.52,2022-05-22 18:38:21,11
7db029fb-f62d-43de-95cc-21230c25f374,LXNZ9663,1500579.6300000001,2022-08-18 07:46:25,3
abba0094-5238-43b2-9cdc-c82e1d29ae85,IHRD8021,11937402.540000001,2022-04-25 19:14:58,11
312cc929-d212-486d-a849-a70c02d5cdc0,DVXF3333,1778736.75,2022-07-21 13:36:08,20
9bd00290-1d71-439c-8e51-ae206c3625c3,DSNW1042,2985988.32,2022-10-13 04:03:17,15
86732b9b-8f40-4cc4-9ab9-93c476e840f7,XDVM2385,1041111.36,2022-05-22 20:50:24,17
af0edb41-7a70-4d5a-9772-20f46f72b065,BDFE1269,11620081.62,2022-03-26 13:23:18,19
f437b115-2e98-4d27-890b-ec68a2459b14,LHWY5685,2722580.4899999998,2022-09-14 22:14:38,8
7b864899-a5f6-4359-a5e1-78e268085f1e,QIJD8945,10196136.66,2022-10-18 14:45:40,17
3982286e-8575-4478-aec7-f45da3026a13,ERGZ9982,327.78000000000003,2022-03-25 08:42:57,6
54cfd249-1717-4e25-b094-45a46556ea7d,VRUV1256,2996271.72,2022-05-23 23:04:02,1
4bb87937-35d9-4cd4-8c17-76fc74a28416,CMXN6983,8039831.25,2022-03-01 10:19:38,22
b91916fc-9b3f-418d-b1c3-c28e987ecb83,TJPT2389,6163385.25,2022-01-18 17:02:51,26
85db28fa-2798-41f1-abca-dfe4288e8765,OVNT7217,8814861.52,2022-08-01 06:03:49,18
aa5e0406-051e-418a-9b65-4fdaf56fb0d8,RAPV9049,3297749.42,2022-03-02 12:16:55,14
30a2bd79-0b6a-4fdb-a0d0-15f898c142e9,DYMH7951,1683685.92,2022-05-08 04:10:41,25
f50b13ab-9e76-4c30-896c-baacdf50518a,MQQK7861,1430303.7600000002,2022-02-24 08:44:53,8
7acdf337-b795-49a4-91d9-1e162888ae9c,DUIQ0754,831613.51,2022-08-15 19:54:30,5
1e5edfe6-1456-4853-aff5-9873e555bb5e,GYTO2289,1946964.72,2022-06-11 11:08:11,3
93411e97-6cd7-4abb-9cc0-41c1894de912,LGNX5169,316898.13,2022-08-17 17:56:28,15
9949e94d-f6ce-47ed-a643-4eba30dce6cd,QTHR3509,2489392.3000000003,2022-03-12 17:09:48,25
3ef453fb-669b-482f-8780-c648ed88c931,KMUC1064,5511604.32,2022-07-29 08:28:19,17
6babee55-c9c9-4cbd-868c-215b82cf34bd,KKTN4316,2742508.8,2022-09-12 16:49:43,29
25116c3c-9954-416e-9240-43fb49b5413a,ABMN9795,1330771.82,2022-11-16 01:53:01,26
e959e252-be45-4778-ac25-30fbd9df9241,THCJ8609,17310457.04,2022-02-22 14:14:15,12
52767448-7802-40af-b1ba-676445f92440,CVCT4537,8667242.08,2022-09-04 21:39:39,30
f76f1a39-f605-4bbc-9528-c81bd63ae64e,ERGZ9982,3904768.08,2022-12-17 15:24:28,10
30207a84-fc85-431b-bff1-2b67a89fbba0,QODU7071,7871652.36,2022-04-11 07:38:28,10
8b9045a4-d545-4ff0-a015-a952e64b5b97,USOI8337,584371.28,2022-08-31 13:06:19,25
9b985e9b-bd1a-4602-9ec2-2d87f7fc5890,BCIQ7578,1078588.77,2022-09-08 17:39:51,8
2eb4bee6-1d69-4825-b74e-0b5b86bd6698,IHRD8021,3235452.8800000004,2022-03-04 22:04:28,1
56ec5404-9a73-4f19-a617-2c5eccb9dfcd,HSCS8144,525404.1,2022-02-08 07:52:39,29
ef5807b3-c668-439f-893b-81a05071e7d3,MEYR4035,1917163.22,2022-06-20 21:53:21,29
d7131ee8-714d-43bd-aa29-9bbb3f1b496f,HXAE7862,3555090.31,2022-01-14 18:05:18,10
001f2cf9-abde-4af7-bb23-3ea0382d6f8c,SRKN6506,57798.0,2022-12-12 08:26:24,11
7bbe91a9-f06d-459a-8d46-0dab99d8f473,CVCT4537,3915696.7100000004,2022-02-07 14:30:30,13
1af596c3-1269-4402-b00c-14c0d8468417,HUBC9772,7922998.239999999,2022-09-23 20:07:02,24
b8a2658f-c885-402b-95f8-b3624d25d060,GCNS3193,10615712.040000001,2022-01-04 12:03:05,3
66411b4c-be0a-4d6d-b2ee-fb0c694c50af,HNXW4891,14182642.94,2022-02-23 18:44:19,19
22230212-d70e-4411-9844-15891f5a3e18,DJHK8201,340343.96,2022-07-20 05:21:06,22
38bee17f-de7f-4f49-b988-5757405c2b57,SUTP5518,3133982.88,2022-02-11 02:33:13,29
545e90b5-849c-49c4-9fc1-38193df51390,JHBA3076,3952649.5,2022-11-03 06:04:32,12
6af30482-14d1-491c-8c45-592faab57e74,HQER6423,11787130.35,2022-04-19 05:50:29,9
3ef7e211-ff18-4e0c-9625-55de7979dbbf,XIKP5634,3062160.3299999996,2022-08-14 15:00:38,3
ab922eb5-8145-4b34-9625-a26a8fb2dd73,VFZK6154,8262508.8,2022-06-11 23:54:18,23
6b9a03e1-84a6-4131-905b-9404dc657780,BDFE1269,2754996.24,2022-09-18 05:50:37,14
7a28d433-9296-483a-9db2-9727c2a69cbf,BDKI8050,3698579.1999999997,2022-03-23 17:46:21,20
94f156c1-c07e-4c3f-97a0-c3d7aa936ba7,MGMV4726,1629878.8,2022-11-28 18:15:13,27
0d6691ce-ef24-4573-9c1e-54065f1b3c95,BDKI8050,7506402.44,2022-02-25 10:41:35,3
04cc3611-d91a-41cb-afc7-6ec4b7ebf0c6,CEYS6045,2588779.38,2022-10-27 18:17:35,24
d676ab18-22f3-4c14-b99b-f390531ef596,AOIM7723,1176247.52,2022-11-17 07:35:32,6
23e4121c-fb1e-4df3-ab56-71694bac03ba,WWKU8944,9153676.55,2022-11-20 22:35:24,8
814454e5-d4fd-42b4-9d54-80a211306359,JHMX8528,12478512.750000002,2022-07-06 20:41:57,16
928a1327-edc1-4074-985e-07124b4a7147,MGMV4726,2556273.7199999997,2022-04-07 18:40:48,1
fe59a27e-470a-4481-afba-b505eaf85320,VJHN1171,7364894.399999999,2022-10-19 16:42:29,20
f461c23e-10a4-4850-9f1e-3bd5ac2be225,DZEI5308,1507878.9,2022-01-12 02:17:59,30
cdb7e7a4-dac5-46a4-838e-cf7629875a33,HUKH8480,10788601.52,2022-07-18 05:12:33,24
90e8fc95-8d68-433d-a79c-1e7bee7db724,PQBW7070,11153834.559999999,2022-09-29 01:12:49,26
44bb2a0e-b575-4140-a251-9acac40eb5c5,XCMK6973,648781.31,2022-07-31 12:29:34,1
6fd08e48-6994-44f5-89eb-5e1ad8c1539c,QIJD8945,4732446.66,2022-09-29 09:14:40,15
c258342d-abe6-405e-9701-bc89840fd304,FPRW1008,5625625.600000001,2022-02-12 08:32:49,9
cf978a5f-988a-4aab-87f4-2c98ec4d40d8,ABMN9795,13665780.4,2022-08-19 21:38:44,17
a8375eb5-7023-4cd8-8be5-99238bc23fd1,RAPV9049,18331277.580000002,2022-11-14 03:46:13,3
fcaf2fd2-eabf-4b84-b289-22677732ffb0,CSYM1982,794541.24,2022-05-21 18:01:20,6
7d575aa5-bcc8-4b52-96f1-fcad7a70e385,QIJD8945,2603378.4,2022-02-19 07:10:28,18
991139f2-2c1b-442e-aba7-7bd3cb7c925e,BWWV3917,17920.26,2022-12-27 18:40:21,9
60aaf9ad-a14d-45e8-a56c-a64e46928535,XDVM2385,1346667.96,2022-10-17 12:13:06,6
4c921c24-aed9-4ae4-8206-b68f2733e511,FAMP7004,3543124.75,2022-03-29 04:50:37,8
c12092b7-c5ad-4f87-85b5-fcbef36e460e,CXSR4951,2377744.0100000002,2022-03-29 22:54:32,20
0cd998a4-93d7-415f-bf5f-271c3d409261,LGNX5169,2300319.0,2022-05-12 20:37:30,25
854cf42f-e8c7-497f-a39c-aa248f4a01a9,WGEE8083,5622094.08,2022-03-12 09:40:49,5
545aff8d-aa83-4463-aed4-a74cd728ef1f,SRKN6506,4927901.01,2022-09-05 17:40:47,5
b2731607-77ec-44f5-a47c-793005587c06,IINW0393,513283.65,2022-01-12 16:02:01,15
1b81af50-d528-46de-8723-12c8682973f8,JYWK6219,8679673.08,2022-05-04 21:53:42,25
ccdbeb6a-9d27-464f-8104-30a32dbf2818,HXZU5883,5135198.399999999,2022-09-24 06:15:48,5
99712124-9037-4044-be1a-49251f83e892,RSWC9133,19642.65,2022-08-30 05:46:00,11
61ab0b2a-e700-48f1-982a-a188cbfd141e,SKWR5365,787166.12,2022-05-13 07:28:32,9
4a4563a3-accd-45aa-8bc2-1a9900d6e91f,RAPV9049,2945037.3,2022-07-01 00:39:16,11
a41f262d-e6f2-4c9a-a01b-38f7b39f255b,YVWS9358,7467086.640000001,2022-10-11 15:41:20,9
235679da-88c3-45a0-b071-06c62bb8c823,XUKA1453,5596224.59,2022-11-24 06:45:03,23
e0af61b3-b372-4f44-b3a8-9d8f855fc010,QIJD8945,15153327.239999998,2022-03-24 16:24:14,28
bc101743-e944-4685-b78e-6a00fe6bf5d4,XEND4718,2236243.5,2022-10-17 03:05:58,12
4423043e-a04e-4043-9c50-051ce9e8342e,LHWY5685,2330854.99,2022-03-30 03:35:55,2
56ded49c-a272-4a3f-92b6-c5558106645d,WZUI2615,2957798.36,2022-01-24 13:06:21,11
b0fa9067-0dff-40fb-8b7f-792c74d2e5bd,BCIQ7578,5251114.5200000005,2022-08-19 11:32:59,2
2ac002f4-46bd-4384-aae4-0f9b8a492abb,CMHQ0094,121001.84999999999,2022-07-25 03:09:18,17
d1323a69-2b81-4a85-be40-6cbe4d3fa280,JFRM9801,8370260.640000001,2022-03-20 20:15:59,28
944bd724-acc4-4836-a817-ea776a6a279f,JFRM9801,9196785.5,2022-10-03 23:38:02,17
c715b468-65b8-463b-be1a-326571897dc2,ZSXK7043,865306.2000000001,2022-03-16 13:52:44,18
8ecc3152-3fd5-44dd-b66f-43e147b72e60,OSMD7499,330783.22000000003,2022-01-31 13:30:13,28
1df1094e-f07e-49c6-a221-8cdd5915314e,GYZB8221,8999452.28,2022-11-23 21:54:35,28
865a01d7-624a-40c4-a4b7-1bff17916758,XIKP5634,2148744.3899999997,2022-04-23 19:35:29,14
a9f98584-3b96-4d19-a865-23b7c93604bf,DXQG2879,14998754.68,2022-05-01 02:12:14,10
4647e548-8a97-44b2-86c0-115d39b39643,WJZW1772,95175.82,2022-09-20 06:15:34,16
0243a4bf-f5bc-4ab0-8ccc-79ef1ab0615f,QJYE4562,1506477.9500000002,2022-06-12 22:00:06,24
1e462487-fbc8-4a48-a878-326bf467901c,ZTSV9643,796113.1799999999,2022-12-28 08:23:43,9
641686ea-de09-4b6a-bf60-b3491592261d,GIPP1918,64967.299999999996,2022-07-16 04:28:04,22
bffaa868-008e-4de9-938a-067f2b3cbc7e,SJFW1732,1050975.5999999999,2022-06-26 21:33:40,11
6ca3c33a-c04e-4a6b-88bb-dfa9ec9b77b0,IAWW0408,14175878.08,2022-10-31 18:27:59,10
86227a27-49ae-4a41-b42a-4d5a94dfd3f4,YBGU3928,5207964.41,2022-10-03 06:05:09,30
b4bad478-fa43-4484-9f23-1f67bc4af64b,BHXK0523,12100545.28,2022-01-03 09:35:07,3
cc41cb31-f982-4302-b6c5-94d0c239091b,KCCV5613,5646432.87,2022-12-21 22:31:48,26
fb6630d2-0ba3-45d8-ad51-01f40eefb468,VOZI0060,3748322.5,2022-05-16 02:49:22,12
954d41b3-4386-4dcc-bc0c-745d585f8ad5,ZYWD0428,1435315.5,2022-09-17 17:15:31,16
9f1ebed8-8389-4583-a73e-5661bc64f85d,HYTR2475,4180432.23,2022-08-17 01:09:41,17
75e46d4b-68c5-49f9-8c8d-ef5702ab6369,UHRJ2518,3800123.04,2022-02-12 12:45:19,2
be4b8743-f64b-4652-acab-b2540a5dbbc4,CSYM1982,4484476.92,2022-02-03 02:50:07,10
651d50d0-9eed-4d50-95da-026a2f86842a,NRTO5662,642992.34,2022-04-30 21:49:18,18
7f755644-bce8-4b3d-9beb-8020373ce87b,UBDI4537,2716107.67,2022-04-30 17:15:47,16
9963cff8-9ff4-4c1d-ab89-1d21f5fc64be,LXNZ9663,187816.2,2022-08-23 12:43:20,29
31b9700f-a529-4e21-bd55-1ec22161d73c,FYPK0589,10935676.440000001,2022-10-19 10:32:03,18
b2d506be-fd6f-47a8-829d-e99f2fc2384b,SJFW1732,124763.20999999999,2022-06-20 04:02:45,27
b8fb1e65-ac25-45a3-94fa-3ff54ed4598d,MVCS8929,10112022.309999999,2022-04-02 10:03:15,4
194a1ff7-81df-4e3e-85c9-a453e0393e9c,IEWM8020,6141689.2,2022-03-15 23:38:25,22
6f88f227-c7af-4f82-8531-c20ef2a70fdb,XUKA1453,1639156.27,2022-09-10 18:46:37,1
181795d3-b829-454f-bde7-34609b8e0e2a,VERW2833,10659570.32,2022-09-24 03:34:46,1
f6e024d3-77a2-4991-a934-417c2e04df06,DZEI5308,7214397.07,2022-01-27 16:21:47,27
98216d89-53ae-46a1-98e8-a50017960d70,RHOX5408,5710277.859999999,2022-02-05 01:26:21,19
3de9c675-90c2-47d9-adbc-89b5f36ccf49,JZEI4654,2429302.59,2022-07-15 23:31:58,28
ae41dfff-7ff3-460f-8d6c-e0de1d4fdcf0,IHRD8021,2043049.89,2022-04-16 08:50:48,8
8a573b99-c652-4f32-860e-7c739bf0ea6d,HYTR2475,785804.88,2022-05-21 13:57:58,23
c0e814cf-f85f-4b77-b3c4-35e705f0a8ff,THOZ5201,4854548.0,2022-09-28 02:09:27,26
9e866c95-4b24-4776-b9ae-f7800210e2fd,ASIU3553,2894694.9,2022-07-05 08:23:38,1
6e0e3ea9-02d0-4b4d-86f3-47d127756363,RLKD5621,1641097.36,2022-11-24 09:24:22,28
a068fb04-60fd-4219-a6f5-7aa2d2afc886,DYMH7951,2163227.52,2022-06-29 06:46:53,2
9dcc5322-c5f1-49da-a2e2-44d67232a8ac,YXRS4952,7031421.6,2022-10-26 13:07:43,16
0fbbabcd-119b-4820-820e-c111d99df487,MQFN6589,2142081.7,2022-05-14 19:36:55,13
14db04ed-a742-4a8d-92be-b072ccd651aa,CEYS6045,2526797.86,2022-02-22 13:49:12,26
8451ab66-cc79-4212-aca8-33de89ba9f2a,DZEI5308,1722209.58,2022-04-05 18:38:23,20
dfb409f2-7f1f-4ce6-9bbc-56d7349eea7b,BCIQ7578,1911747.1199999999,2022-08-26 00:22:02,24
983fd961-89ed-4028-bc49-fad2028f7de8,IJLL9794,5705738.38,2022-10-18 02:35:02,5
fb85ac64-80c3-4cfd-a107-cf46f29441b8,SXKJ9673,255354.86000000002,2022-04-10 19:18:52,5
2cdb7e5f-902f-4033-8a21-1f33ea712fa7,RCXW3561,103441.42,2022-07-13 18:56:13,11
1b717397-6f66-478f-94c7-10449c2d6736,QJYE4562,13691718.4,2022-11-20 02:20:04,30
f3ffc0e4-9e91-4d2d-b745-13beb1c13d1a,XYWD8847,155963.16,2022-01-04 07:19:28,27
680f0631-5d3c-427e-b567-0a60a08b4d85,GYZB8221,13516998.200000001,2022-11-03 23:36:25,21
1c32cdf4-611a-4d6e-84ef-0d5bb797c0ef,MQQK7861,5773558.8,2022-11-19 07:32:32,10
e552d40d-491c-4dc2-a16d-87374ad6abdd,GVMP4176,732870.54,2022-11-04 23:55:32,22
d90028c1-9fcb-4f1c-a027-96db15ba5436,EMWN2452,9848447.18,2022-02-07 17:43:47,1
7997590c-b5b6-4f06-a8fd-09ded63333a4,IKNU3560,3662646.12,2022-12-17 15:23:44,9
733b026b-a961-4a4f-956c-62e31c4e5073,XFNB0224,10766841.639999999,2022-08-12 16:27:01,11
72698262-0ee0-4c03-924b-352ce5fc4eeb,BBUH0599,2034320.31,2022-12-13 06:25:58,22
4cb5f42f-8248-408f-87f1-0d7abe87a1e5,RCXW3561,2679.0,2022-02-05 17:03:14,24
22d51812-f226-40fc-b210-cf417df297d3,DSNW1042,912302.0,2022-10-25 15:21:20,8
cf2df7f3-9ddd-4d60-bd12-a82379cd84be,RHOX5408,534507.0499999999,2022-07-03 12:10:55,11
64a34758-0789-45c0-8189-2c865e70dc3c,LBIP8114,3110297.7600000002,2022-07-04 16:55:15,29
a5cdfb97-d9a7-415e-8368-5d119893e1bd,DYMH7951,3035218.08,2022-08-18 06:42:15,20
da0ab782-c7f6-41fa-99f9-af7a7ad835b7,FYPK0589,10164361.76,2022-07-27 03:52:58,7
c5b36ccb-3f8f-47e4-b719-296607bab5b5,VJBC8203,11440197.120000001,2022-05-13 10:27:30,11
ceafa3cb-cbe5-47dc-a03f-1f74d4082595,OXNF1959,1730393.8399999999,2022-11-03 08:30:13,18
1be74a04-eaf1-4801-9e85-9d6183ae4922,IZGO0635,14059365.979999999,2022-03-17 00:12:07,24
67da91e9-1b62-4e7c-a404-b7a3d655a7ca,VRUV1256,6101063.57,2022-12-01 20:13:18,18
8ca11e81-86c9-42d1-91df-5988776061bc,CEYS6045,2561398.8000000003,2022-12-27 18:48:17,9
7ef02656-496f-4c2e-9b63-871675e3c952,UHRJ2518,1315154.26,2022-10-11 19:16:24,29
ff8ba479-da17-47d7-9707-1ccce870ffac,ZLLJ6468,172160.4,2022-12-28 02:42:18,22
74fba2e7-96d7-4f70-996e-e8a8c8be0da8,NONO6634,1380467.78,2022-12-27 11:32:58,5
9d7b17fa-1da4-4ddc-b2c1-8109a63a48d5,BION3236,14110104.45,2022-03-30 17:53:08,13
fe59f6d2-660b-4e43-ac5d-d5534c24f9b3,HSCS8144,4176009.9000000004,2022-08-15 23:08:51,19
9175daa4-59ed-4b28-8223-e132c9c1c339,UCIU4927,7373731.640000001,2022-06-05 11:33:49,11
2a943131-ee70-4dd2-831e-4b735aa827b5,XCRU4352,5732897.25,2022-11-17 18:25:34,7
eb1e7b3e-3f7b-479e-8fec-ba6f68926096,FYPK0589,33735.450000000004,2022-10-16 10:17:21,18
47ec9f82-9543-4e80-89b9-afef791d7600,DSNW1042,6438106.04,2022-01-04 14:47:45,13
4d11b6e8-9b0e-484f-b75d-065e9d5434a0,OVNT7217,682053.61,2022-09-10 05:21:44,21
97c9f856-aea5-4556-9c8e-2d6cae80ed10,OQGA7811,793008.16,2022-07-02 10:32:40,28
ddc10779-1db6-45a7-88f9-a699c2bcc427,ZALR3740,1241468.78,2022-05-19 04:25:22,6
3958a5b8-ec59-4aa8-99a6-7a8aa53c7aa1,IHRD8021,791352.4500000001,2022-07-01 19:47:58,6
65138eb0-64fe-456a-b7cb-24c7e559ebea,XIKP5634,6459684.21,2022-02-16 05:14:10,19
677cef0a-b4b7-4a6b-8183-ea6e3da99575,ABMN9795,620652.69,2022-06-16 12:22:42,1
540a8f93-08c1-49a6-8566-05997fc2e9fe,FYPK0589,2063810.43,2022-07-21 22:36:48,30
84104e38-397f-487c-9b07-548412609930,LPXS3209,1479639.74,2022-10-16 09:23:55,21
e821e366-d081-4a62-bd8f-8c28da63592a,OXNF1959,3302308.1999999997,2022-10-27 05:56:12,30
3f6b4ec4-8a5d-4a86-a430-0a2f535fd67c,EMWN2452,8394932.76,2022-10-20 14:35:01,7
e1771dbe-d9ac-4655-be1f-3aaa6b838edd,BDFE1269,11089580.280000001,2022-07-25 17:24:52,10
ad3698c6-b11b-4fa4-a990-c84346b13181,RNWV7672,1103347.26,2022-02-14 09:38:58,8
fbbb683e-3db6-4b48-9bc3-cc00447bb3a1,CXSR4951,77589.22,2022-12-12 12:44:41,20
5fef84ee-ef29-41cd-8988-8345771b6d65,SXKJ9673,3924304.48,2022-08-05 02:04:53,30
32938635-3c74-4c33-80f0-7393d4d6ed66,LXNZ9663,1298395.4,2022-10-22 18:04:20,27
a1996dbf-e7a9-47f7-a47c-6e8f621e4bc0,UCIU4927,14735036.4,2022-08-12 05:56:40,21
929dfdef-0cce-4d6a-aa7e-c97908cbf97e,GYZB8221,6083575.140000001,2022-07-19 14:49:52,7
c69aa782-4991-42ea-b523-3443ec61009e,KKTN4316,1202487.6,2022-08-28 08:46:05,20
61e5184c-4abf-4c06-a379-8799b5766fa6,DKAG6324,11086733.7,2022-05-08 11:16:01,16
7191cc68-ad44-4970-ac21-9bd538c72051,JZEI4654,2538433.8400000003,2022-12-20 12:44:27,6
24fc7572-f482-4f91-a4b6-2536f054a04e,CTFQ4731,3482022.2399999998,2022-07-14 12:12:52,18
7c093cb6-c4af-4203-ad6d-34a9ddcfae7f,BHXK0523,2182817.0,2022-08-21 07:26:43,29
cb15ad8b-0a77-4034-b093-ab1de29e2ac5,MQQK7861,1222563.42,2022-04-11 17:40:21,5
b8f6951e-817b-4435-a4db-eb0e165bdf1d,GVMP4176,685107.12,2022-03-01 05:17:32,6
eb4a43d8-7efd-4e3e-ae3f-7751014a9bfb,ZTSP7423,52772.24,2022-04-27 08:54:09,29
9ac46130-7713-409d-868f-24a2243a6317,HUBC9772,3905355.7600000002,2022-07-21 04:46:00,10
6da62a01-3d54-48ac-8a29-70343c9b56d1,XVVL4296,372223.0,2022-05-01 07:28:39,27
ef2f7c91-8ece-4116-9599-3874d5a5aa39,DKAG6324,1478211.6800000002,2022-12-15 13:47:48,28
6eb15509-5769-4a97-8b85-83218f63e62d,JFSG7968,3404253.4,2022-05-30 15:42:06,29
3c5e889b-7831-42b4-a1bc-3f7b1128e642,SUTP5518,477797.9,2022-09-05 12:04:48,14
ccad5edb-4f60-47a0-b12e-51d9e265dc69,KWFK6499,7351480.38,2022-05-18 19:56:36,24
2edd42cf-4055-42ce-a7cc-fe31ee318302,XZEK1070,4391648.64,2022-06-28 14:53:11,6
b904c8ea-f661-4a42-8ba0-f92efa4e6de1,QODU7071,3058749.76,2022-05-17 03:30:18,15
b3f8f529-6f49-498e-8f0c-982ec3387648,SMCL2648,11984164.56,2022-11-21 17:22:56,14
20e7b2f1-ba92-41c6-9f19-5bb9e5665add,YBGU3928,4945869.0,2022-12-17 08:17:45,14
f4a101be-3001-456e-9032-8a337d455378,QODU7071,1438310.92,2022-03-11 14:54:17,12
35447f07-e0fe-431c-b807-ce67ffd60af8,SKWR5365,9243244.08,2022-08-30 01:01:56,18
bb69480e-bf2a-4e62-9f58-2f1109b3d135,VLEJ8248,10184093.450000001,2022-04-28 03:15:09,5
1821a148-c582-47fc-b528-1eadb735634f,FZQP8153,1846499.46,2022-12-22 16:29:05,27
835c1e27-17d6-4fd0-936c-3bb9843056ba,HXZU5883,1637329.2,2022-04-15 18:56:36,28
f5b9259b-25fd-4c21-bca2-58247dafddb5,TRHH7810,17909104.0,2022-01-11 00:22:59,28
20aa3704-9588-4b70-a2b6-a4c5147f2cc3,WJZW1772,5171395.5,2022-10-02 00:28:29,14
f2ee4789-cdf5-4d9d-9393-0a9c12adfa6f,HGOV8402,2674445.52,2022-12-12 09:18:42,9
85863a3b-31be-45ac-a886-266cf42f7c79,PQBW7070,1425147.36,2022-07-23 16:48:20,14
833e2c27-baf6-442a-8834-7b22dde7e940,HUKH8480,14655224.5,2022-11-15 05:58:52,4
